parcel_id,vns_bldg_style,vns_bldg_use,vns_gla,vns_bldg_area_effective,vns_pct_good,cns_assess_val,bld_year_built,bld_effective_year_built,bld_grade,bld_condition,bld_units
28-5-300,,,,3554,93,473100,,,,,
28-5-400,,,,3058,92,545700,,,,,
28-5-500,,,,3574,92,609100,,,,,
28-7,,,,0,,0,,,,,
28-8,,,,2062,83,260300,,,,,
28-8,,,,1089,83,84000,,,,,
28-9,,,,0,,0,,,,,
28-10,,,,,,,,,,,
28-10,,,,,,,,,,,
28-10,,,,3252,71,356600,,,,,
28-11,,,,1513,83,215300,,,,,
28-12,,,,3958,94,773200,,,,,
28-13-100,,,,0,,0,,,,,
28-13-200,,,,3581,93,647700,,,,,
28-14,,,,0,,0,,,,,
28-15,,,,2793,91,487100,,,,,
28-16,,,,4601,90,737600,,,,,
28-17,,,,3519,91,585700,,,,,
28-18,,,,4122,72,473900,,,,,
28-19,,,,4751,91,848900,,,,,
28-20,,,,2977,91,465300,,,,,
28-21,,,,2635,90,422300,,,,,
28-22,,,,3670,84,408500,,,,,
28-23,,,,0,,0,,,,,
30-1,,,,1481,66,141400,,,,,
30-1-100,,,,2594,83,333300,,,,,
30-2,,,,2531,87,311000,,,,,
30-3,,,,2374,76,284600,,,,,
30-4,,,,0,,0,,,,,
30-5,,,,0,,0,,,,,
30-6,,,,0,,0,,,,,
30-7,,,,3010,82,349400,,,,,
30-8,,,,2033,90,300800,,,,,
30-9,,,,2912,86,371900,,,,,
30-10,,,,1581,83,206000,,,,,
30-11,,,,2783,83,328400,,,,,
30-12,,,,1182,83,189800,,,,,
30-13,,,,2176,86,282700,,,,,
30-14,,,,1134,86,161400,,,,,
30-15,,,,1929,86,261300,,,,,
30-16,,,,1325,87,186600,,,,,
30-17,,,,0,,0,,,,,
30-18,,,,2911,93,430100,,,,,
30-19,,,,1687,59,203600,,,,,
30-20,,,,0,,0,,,,,
30-21,,,,3367,87,428900,,,,,
30-22,,,,3500,82,480800,,,,,
30-23,,,,1884,79,248900,,,,,
30-24,,,,3575,83,500400,,,,,
30-25,,,,3456,87,461000,,,,,
30-26,,,,1902,88,260400,,,,,
30-27,,,,3465,90,574200,,,,,
30-28,,,,2297,88,366100,,,,,
30-29,,,,2547,83,332800,,,,,
30-30,,,,3041,83,376000,,,,,
30-31,,,,3488,86,504800,,,,,
30-32,,,,0,,0,,,,,
30-33,,,,1387,87,206000,,,,,
30-34,,,,1624,83,239700,,,,,
30-35,,,,1244,83,209400,,,,,
30-36,,,,3564,87,540700,,,,,
30-37,,,,2866,83,349400,,,,,
30-38,,,,3191,83,470300,,,,,
30-39,,,,2716,79,370400,,,,,
30-40,,,,2221,83,345600,,,,,
30-41,,,,3127,88,493900,,,,,
30-42,,,,3040,83,393700,,,,,
30-43,,,,1813,82,258200,,,,,
30-44,,,,3298,90,461500,,,,,
30-45,,,,2888,90,411600,,,,,
30-46,,,,3569,86,430700,,,,,
30-47,,,,2092,83,234100,,,,,
30-48,,,,2577,79,422200,,,,,
30-49,,,,2301,83,307800,,,,,
30-50,,,,2029,90,291800,,,,,
30-51,,,,2061,91,273600,,,,,
37-1,,,,2807,79,305200,,,,,
37-2,,,,2251,83,266200,,,,,
37-3,,,,8442,80,662900,,,,,
37-4,,,,51046,71,2056900,,,,,
37-5,,,,23591,66,910300,,,,,
37-7,,,,45787,74,2028900,,,,,
44-1,,,,0,,0,,,,,
44-2,,,,0,,0,,,,,
44-3,,,,0,,0,,,,,
44-4,,,,10184,60,492600,,,,,
44-5,,,,1680,74,188000,,,,,
44-6,,,,,,,,,,,
44-7,,,,0,,0,,,,,
44-8,,,,0,,0,,,,,
44-9,,,,,,,,,,,
44-10,,,,675,75,86000,,,,,
44-11,,,,1180,87,166600,,,,,
44-12,,,,1748,67,182700,,,,,
44-13,,,,0,,0,,,,,
44-14,,,,2599,91,461000,,,,,
44-15,,,,0,,0,,,,,
44-16,,,,2132,72,196100,,,,,
44-17,,,,1395,82,182300,,,,,
44-18,,,,1257,66,142300,,,,,
44-19,,,,0,,0,,,,,
44-19-100,,,,2384,90,362900,,,,,
44-19-200,,,,2818,90,495300,,,,,
44-19-300,,,,2238,90,409300,,,,,
44-19-400,,,,1736,90,264400,,,,,
44-19-500,,,,1878,90,287800,,,,,
44-19-600,,,,2234,90,349700,,,,,
44-19-700,,,,2991,94,547500,,,,,
44-19-800,,,,2203,91,413100,,,,,
44-19-900,,,,2228,91,407000,,,,,
44-19-1000,,,,3262,91,555100,,,,,
44-19-1100,,,,2199,91,408500,,,,,
44-19-1200,,,,2745,91,478200,,,,,
44-19-1300,,,,2447,91,436600,,,,,
44-19-1400,,,,2330,90,401200,,,,,
44-19-1500,,,,2609,91,461200,,,,,
44-19-1600,,,,2228,91,410400,,,,,
44-19-1700,,,,2346,95,458000,,,,,
44-19-1800,,,,2355,90,411000,,,,,
44-19-1900,,,,2238,90,420000,,,,,
44-19-2000,,,,2232,91,408100,,,,,
44-19-2100,,,,2283,91,426300,,,,,
44-19-2200,,,,2701,90,471500,,,,,
44-19-2300,,,,2839,90,486200,,,,,
44-19-2400,,,,2232,91,407300,,,,,
44-19-2501,,,,2800,91,481700,,,,,
44-19-2502,,,,2350,91,427200,,,,,
44-19-2600,,,,2602,92,464500,,,,,
44-19-2700,,,,2471,92,463600,,,,,
44-19-2800,,,,2452,94,525600,,,,,
44-19-2900,,,,2441,93,439200,,,,,
44-19-3000,,,,1844,92,269500,,,,,
44-19-3100,,,,2070,91,304500,,,,,
44-19-3200,,,,2339,92,362800,,,,,
44-19-3300,,,,1809,91,278000,,,,,
44-19-3400,,,,2001,92,326800,,,,,
44-19-3500,,,,2024,92,329000,,,,,
44-19-3600,,,,1850,92,308600,,,,,
44-19-3700,,,,1911,90,279700,,,,,
44-19-3800,,,,1735,90,268400,,,,,
44-19-3900,,,,2238,91,340400,,,,,
44-19-4000,,,,2427,90,363400,,,,,
44-19-4100,,,,1767,90,266500,,,,,
44-19-4200,,,,2399,92,360900,,,,,
44-19-4300,,,,2101,91,311400,,,,,
44-19-4400,,,,2374,90,355400,,,,,
44-19-4500,,,,2276,90,342900,,,,,
44-19-4600,,,,2031,90,299800,,,,,
44-19-4700,,,,1718,91,260300,,,,,
44-19-4800,,,,1777,91,268000,,,,,
44-19-4900,,,,1755,91,264400,,,,,
44-19-5000,,,,1770,90,274100,,,,,
44-19-5100,,,,1774,90,274500,,,,,
44-19-5200,,,,2268,91,360600,,,,,
44-19-5300,,,,2458,92,375600,,,,,
44-19-5400,,,,0,,0,,,,,
44-19-5500,,,,0,,0,,,,,
44-19-5600,,,,0,,0,,,,,
44-19-5700,,,,0,,0,,,,,
44-20,,,,5587,91,699700,,,,,
44-20-100,,,,2392,90,356100,,,,,
44-21,,,,0,,0,,,,,
44-22,,,,0,,0,,,,,
44-23,,,,0,,0,,,,,
44-24,,,,0,,0,,,,,
44-25,,,,0,,0,,,,,
44-26,,,,0,,0,,,,,
44-27,,,,0,,0,,,,,
44-28,,,,0,,0,,,,,
44-29,,,,0,,0,,,,,
46-1,,,,1344,63,128900,,,,,
46-2,,,,729,54,59500,,,,,
48-1,,,,0,,0,,,,,
48-2,,,,0,,0,,,,,
48-3,,,,5314,60,197900,,,,,
48-4,,,,4179,30,54600,,,,,
48-4,,,,4000,30,52700,,,,,
48-5,,,,4613,60,433900,,,,,
48-6,,,,2247,71,259100,,,,,
48-7,,,,2188,74,256800,,,,,
48-7-100,,,,,,,,,,,
48-7-200,,,,,,,,,,,
48-9,,,,23637,64,888000,,,,,
48-10,,,,,,,,,,,
48-11-101,,,,1757,93,395100,,,,,
48-11-102,,,,1757,93,393100,,,,,
48-11-103,,,,1757,93,386000,,,,,
48-11-104,,,,1757,93,393100,,,,,
48-11-105,,,,1757,93,407200,,,,,
48-11-106,,,,1757,92,398100,,,,,
48-11-201,,,,1310,93,328600,,,,,
48-11-202,,,,1310,93,349300,,,,,
48-11-203,,,,1310,93,335700,,,,,
48-11-204,,,,1318,93,329600,,,,,
48-11-205,,,,1318,93,329600,,,,,
48-11-206,,,,1310,93,328600,,,,,
48-11-301,,,,1323,93,360700,,,,,
48-11-302,,,,1325,93,351500,,,,,
48-11-303,,,,1348,93,349500,,,,,
48-11-304,,,,1348,93,356000,,,,,
48-11-305,,,,1348,93,354200,,,,,
48-11-306,,,,1325,93,342600,,,,,
48-11-307,,,,1323,93,342300,,,,,
48-11-401,,,,1323,93,386100,,,,,
48-11-402,,,,1323,93,366200,,,,,
48-11-403,,,,1348,93,333000,,,,,
48-11-404,,,,1348,93,333000,,,,,
48-11-405,,,,1323,93,373800,,,,,
48-11-406,,,,1323,93,343800,,,,,
48-11-501,,,,1775,93,400100,,,,,
48-11-502,,,,1763,93,389100,,,,,
48-11-503,,,,1447,93,352100,,,,,
48-11-504,,,,1775,93,390700,,,,,
48-11-505,,,,1775,93,390700,,,,,
48-11-601,,,,1775,93,400100,,,,,
48-11-602,,,,1749,93,392000,,,,,
48-11-603,,,,1649,93,376400,,,,,
48-11-604,,,,1775,93,395400,,,,,
48-11-605,,,,1775,93,403100,,,,,
48-11-701,,,,1775,93,418800,,,,,
48-11-702,,,,1775,93,390700,,,,,
48-11-703,,,,1775,93,400100,,,,,
48-11-704,,,,1775,93,414200,,,,,
49-1,,,,1512,62,158600,,,,,
49-2,,,,1114,66,108600,,,,,
49-3,,,,1372,67,148700,,,,,
49-4,,,,1837,76,264000,,,,,
49-4-100,,,,1958,90,308700,,,,,
49-5,,,,2723,92,378100,,,,,
49-5-200,,,,0,,0,,,,,
49-6,,,,1098,87,164700,,,,,
49-7,,,,1747,60,70000,,,,,
49-8,,,,1885,90,275200,,,,,
49-9,,,,2901,82,347900,,,,,
49-10,,,,1216,71,146200,,,,,
49-11,,,,0,,0,,,,,
49-12,,,,2122,95,300400,,,,,
49-13,,,,1196,62,119300,,,,,
49-14,,,,2482,71,244800,,,,,
49-15,,,,1780,75,197100,,,,,
49-16,,,,0,,0,,,,,
49-17,,,,2808,100,460700,,,,,
49-18,,,,1907,67,203900,,,,,
49-20,,,,1445,87,205000,,,,,
49-22,,,,0,,0,,,,,
49-23,,,,2657,78,374700,,,,,
49-23,,,,892,90,150400,,,,,
49-25,,,,1183,25,46500,,,,,
49-26,,,,2081,76,263400,,,,,
49-27,,,,2010,83,294400,,,,,
49-28,,,,0,,0,,,,,
49-29,,,,1566,67,166100,,,,,
50-1,,,,2826,99,420100,,,,,
50-2,,,,1361,76,189800,,,,,
50-3,,,,3243,62,243200,,,,,
50-4,,,,1650,83,206200,,,,,
50-5,,,,1361,86,190700,,,,,
50-6,,,,1722,83,220100,,,,,
50-7,,,,1744,91,250200,,,,,
50-8,,,,1819,83,208100,,,,,
50-9,,,,3011,86,351600,,,,,
50-10,,,,1817,90,248500,,,,,
50-11,,,,1779,87,247600,,,,,
50-12,,,,1619,87,233300,,,,,
50-13,,,,1542,90,227200,,,,,
50-14-1101,,,,1289,90,243500,,,,,
50-14-1201,,,,1286,85,216000,,,,,
50-14-1301,,,,1286,85,229700,,,,,
50-14-1401,,,,1283,85,229500,,,,,
50-14-1501,,,,1286,85,221200,,,,,
50-14-1601,,,,1286,85,229700,,,,,
50-14-2102,,,,1286,85,229700,,,,,
50-14-2202,,,,1286,85,229700,,,,,
50-14-2302,,,,1286,85,229700,,,,,
50-14-2402,,,,1286,85,221200,,,,,
50-14-3103,,,,1262,85,220800,,,,,
50-14-3203,,,,1261,85,219000,,,,,
50-14-3303,,,,1262,85,219100,,,,,
50-14-3403,,,,1262,85,219100,,,,,
50-14-4104,,,,1261,85,219000,,,,,
50-14-4204,,,,1262,85,219100,,,,,
50-14-4304,,,,1262,85,219100,,,,,
50-14-4404,,,,1262,85,219100,,,,,
50-14-4504,,,,1262,85,219100,,,,,
50-14-4604,,,,1262,85,219100,,,,,
50-14-5105,,,,1286,85,229700,,,,,
50-14-5205,,,,1286,85,229700,,,,,
50-14-5305,,,,1287,85,229800,,,,,
50-14-5405,,,,1286,85,222900,,,,,
50-15-10101,,,,594,85,120500,,,,,
50-15-10201,,,,594,85,131100,,,,,
50-15-10301,,,,594,85,131100,,,,,
50-15-10401,,,,594,85,131100,,,,,
50-15-10501,,,,594,85,120500,,,,,
50-15-11101,,,,601,85,131800,,,,,
50-15-11201,,,,594,85,131100,,,,,
50-15-11301,,,,594,85,131100,,,,,
50-15-11401,,,,594,90,138800,,,,,
50-15-11501,,,,601,85,131800,,,,,
50-15-20102,,,,594,85,120500,,,,,
50-15-20202,,,,594,85,131100,,,,,
50-15-20302,,,,594,85,131100,,,,,
50-15-20402,,,,594,85,131100,,,,,
50-15-20502,,,,594,85,120500,,,,,
50-15-21102,,,,601,85,131800,,,,,
50-15-21202,,,,594,85,131100,,,,,
50-15-21302,,,,594,85,131100,,,,,
50-15-21402,,,,594,91,141500,,,,,
50-15-21502,,,,601,85,131800,,,,,
50-15-30103,,,,594,85,120500,,,,,
50-15-30203,,,,594,85,131100,,,,,
50-15-30303,,,,594,85,131100,,,,,
50-15-30403,,,,594,85,131100,,,,,
50-15-30503,,,,594,85,120500,,,,,
50-15-31103,,,,601,85,131800,,,,,
50-15-31203,,,,594,85,131100,,,,,
50-15-31303,,,,594,85,131100,,,,,
50-15-31403,,,,594,85,130100,,,,,
50-15-31503,,,,601,85,131800,,,,,
50-15-40104,,,,594,85,120500,,,,,
50-15-40204,,,,594,85,131100,,,,,
50-15-40304,,,,594,85,131100,,,,,
50-15-40404,,,,594,85,131100,,,,,
50-15-40504,,,,594,85,120500,,,,,
50-15-41104,,,,601,85,131800,,,,,
50-15-41204,,,,594,85,131100,,,,,
50-15-41304,,,,594,85,131100,,,,,
50-15-41404,,,,594,85,131100,,,,,
50-15-41504,,,,601,85,131800,,,,,
50-15-50105,,,,594,85,120500,,,,,
50-15-50205,,,,594,85,131100,,,,,
50-15-50305,,,,594,85,131100,,,,,
50-15-50405,,,,594,85,131100,,,,,
50-15-50505,,,,594,85,120500,,,,,
50-15-51105,,,,601,85,131800,,,,,
50-15-51205,,,,594,85,131100,,,,,
50-15-51305,,,,594,85,131100,,,,,
50-15-51405,,,,594,85,130100,,,,,
50-15-51505,,,,601,85,131800,,,,,
50-15-60106,,,,594,85,120500,,,,,
50-15-60206,,,,594,92,141900,,,,,
50-15-60306,,,,594,85,131100,,,,,
50-15-60406,,,,594,85,131100,,,,,
50-15-60506,,,,594,85,120500,,,,,
50-15-61106,,,,601,85,131800,,,,,
50-15-61206,,,,594,85,131100,,,,,
50-15-61306,,,,594,85,131100,,,,,
50-15-61406,,,,594,85,131100,,,,,
50-15-61506,,,,601,85,131800,,,,,
50-15-70107,,,,594,85,120500,,,,,
50-15-70207,,,,594,85,133300,,,,,
50-15-70307,,,,594,85,131100,,,,,
50-15-70407,,,,594,85,131100,,,,,
50-15-70507,,,,594,85,120500,,,,,
50-15-71107,,,,601,85,131800,,,,,
50-15-71207,,,,594,85,131100,,,,,
50-15-71307,,,,594,85,131100,,,,,
50-15-71407,,,,594,85,131100,,,,,
50-15-71507,,,,601,85,131800,,,,,
50-16-101,,,,640,85,96500,,,,,
50-16-201,,,,395,85,60800,,,,,
50-16-301,,,,640,85,105100,,,,,
50-16-401,,,,640,85,105100,,,,,
50-16-501,,,,640,85,105100,,,,,
50-16-601,,,,640,85,105100,,,,,
50-16-701,,,,640,85,105100,,,,,
50-16-801,,,,640,85,105100,,,,,
50-16-901,,,,640,85,105100,,,,,
50-16-1001,,,,640,85,105100,,,,,
50-16-1101,,,,640,85,105100,,,,,
50-16-1201,,,,640,85,105100,,,,,
50-16-1302,,,,640,85,96500,,,,,
50-16-1402,,,,640,85,96500,,,,,
50-16-1502,,,,395,85,65500,,,,,
50-16-1602,,,,640,85,105100,,,,,
50-16-1702,,,,640,85,105100,,,,,
50-16-1802,,,,640,85,104200,,,,,
50-16-1902,,,,640,90,111200,,,,,
50-16-2002,,,,640,85,105100,,,,,
50-16-2102,,,,640,85,105100,,,,,
50-16-2202,,,,640,85,105100,,,,,
50-16-2302,,,,640,85,105100,,,,,
50-16-2402,,,,640,85,105900,,,,,
50-16-2502,,,,640,85,96500,,,,,
50-16-2602,,,,640,85,96500,,,,,
50-16-2702,,,,640,85,105100,,,,,
50-16-2802,,,,640,85,105100,,,,,
50-16-2902,,,,640,85,105100,,,,,
50-16-3002,,,,640,85,105100,,,,,
50-16-3102,,,,640,85,105100,,,,,
50-16-3202,,,,640,85,104200,,,,,
50-16-3302,,,,640,85,104200,,,,,
50-16-3402,,,,640,85,105100,,,,,
50-16-3502,,,,640,85,105100,,,,,
50-16-3602,,,,640,85,105100,,,,,
50-16-3703,,,,640,85,96500,,,,,
50-16-3803,,,,640,85,96500,,,,,
50-16-3903,,,,395,85,65500,,,,,
50-16-4003,,,,640,85,105100,,,,,
50-16-4103,,,,640,85,105100,,,,,
50-16-4203,,,,640,85,105100,,,,,
50-16-4303,,,,640,85,105100,,,,,
50-16-4403,,,,640,85,105100,,,,,
50-16-4503,,,,640,90,111200,,,,,
50-16-4603,,,,640,85,105100,,,,,
50-16-4703,,,,640,90,111200,,,,,
50-16-4803,,,,640,78,95600,,,,,
50-16-4903,,,,640,85,96500,,,,,
50-16-5003,,,,640,85,96500,,,,,
50-16-5103,,,,640,85,105100,,,,,
50-16-5203,,,,640,85,105100,,,,,
50-16-5303,,,,640,85,105100,,,,,
50-16-5403,,,,640,85,105100,,,,,
50-16-5503,,,,640,85,105100,,,,,
50-16-5603,,,,640,85,105100,,,,,
50-16-5703,,,,640,85,105100,,,,,
50-16-5803,,,,640,85,105100,,,,,
50-16-5903,,,,640,85,105100,,,,,
50-16-6003,,,,640,85,105100,,,,,
50-16-6104,,,,640,85,96500,,,,,
50-16-6204,,,,640,85,96500,,,,,
50-16-6304,,,,395,85,65500,,,,,
50-16-6404,,,,640,85,105100,,,,,
50-16-6504,,,,640,85,105100,,,,,
50-16-6604,,,,640,85,105100,,,,,
50-16-6704,,,,640,85,105100,,,,,
50-16-6804,,,,640,85,105100,,,,,
50-16-6904,,,,640,85,105100,,,,,
50-16-7004,,,,640,85,105100,,,,,
50-16-7104,,,,640,85,105100,,,,,
50-16-7204,,,,640,85,105900,,,,,
50-16-7304,,,,640,85,96500,,,,,
50-16-7404,,,,640,85,96500,,,,,
50-16-7504,,,,640,85,105100,,,,,
50-16-7604,,,,640,85,105100,,,,,
50-16-7704,,,,640,85,105100,,,,,
50-16-7804,,,,640,85,105100,,,,,
50-16-7904,,,,640,85,105100,,,,,
50-16-8004,,,,640,85,105100,,,,,
50-16-8104,,,,640,85,105100,,,,,
50-16-8204,,,,640,85,105100,,,,,
50-16-8304,,,,640,85,105100,,,,,
50-16-8404,,,,640,85,105100,,,,,
50-16-8505,,,,640,85,96500,,,,,
50-16-8605,,,,640,85,96500,,,,,
50-16-8705,,,,395,85,90500,,,,,
50-16-8905,,,,640,85,105100,,,,,
50-16-9005,,,,640,85,105100,,,,,
50-16-9105,,,,640,85,105100,,,,,
50-16-9205,,,,640,85,105100,,,,,
50-16-9305,,,,640,85,105100,,,,,
50-16-9405,,,,640,85,105100,,,,,
50-16-9505,,,,640,85,105100,,,,,
50-16-9605,,,,640,85,105100,,,,,
50-16-9705,,,,640,85,96500,,,,,
50-16-9805,,,,640,85,96500,,,,,
50-16-9905,,,,640,85,105100,,,,,
50-16-10005,,,,640,85,105100,,,,,
50-16-10105,,,,640,85,105100,,,,,
50-16-10205,,,,640,85,105100,,,,,
50-16-10305,,,,640,85,105100,,,,,
50-16-10405,,,,640,85,105100,,,,,
50-16-10505,,,,640,85,105100,,,,,
50-16-10605,,,,640,85,105100,,,,,
50-16-10705,,,,640,85,105100,,,,,
50-16-10805,,,,640,85,105100,,,,,
50-16-10906,,,,640,85,96500,,,,,
50-16-11006,,,,640,85,96500,,,,,
50-16-11106,,,,395,85,65500,,,,,
50-16-11206,,,,640,85,105100,,,,,
50-16-11306,,,,640,85,105100,,,,,
50-16-11406,,,,640,85,105100,,,,,
50-16-11506,,,,640,85,105100,,,,,
50-16-11606,,,,640,85,105100,,,,,
50-16-11706,,,,640,85,105100,,,,,
50-16-11806,,,,640,85,105100,,,,,
50-16-11906,,,,640,85,105100,,,,,
50-16-12006,,,,640,85,105100,,,,,
50-16-12106,,,,640,85,96500,,,,,
50-16-12206,,,,640,85,96500,,,,,
50-16-12306,,,,640,85,105100,,,,,
50-16-12406,,,,640,85,105100,,,,,
50-16-12506,,,,640,85,105100,,,,,
50-16-12606,,,,640,85,105100,,,,,
50-16-12706,,,,640,85,105100,,,,,
50-16-12806,,,,640,85,105100,,,,,
50-16-12906,,,,640,85,105100,,,,,
50-16-13006,,,,640,85,105100,,,,,
50-16-13106,,,,640,85,105100,,,,,
50-16-13206,,,,640,85,105100,,,,,
50-17,,,,2726,87,331500,,,,,
50-18,,,,2726,87,331500,,,,,
50-19,,,,3259,87,359900,,,,,
50-20,,,,3248,90,371700,,,,,
50-21,,,,3263,90,363500,,,,,
50-22-101,,,,1250,70,142900,,,,,
50-22-201,,,,1250,70,139900,,,,,
50-22-301,,,,1250,70,152100,,,,,
50-22-401,,,,1250,70,144200,,,,,
50-22-502,,,,1500,70,159300,,,,,
50-22-602,,,,1500,70,159300,,,,,
50-22-702,,,,1500,70,159300,,,,,
50-22-801,,,,1250,70,141300,,,,,
50-22-901,,,,1250,70,152100,,,,,
50-22-1001,,,,1250,70,139900,,,,,
50-22-1101,,,,1250,70,141300,,,,,
50-22-1202,,,,1500,70,180600,,,,,
50-22-1302,,,,1500,70,210900,,,,,
50-22-1402,,,,1500,70,162400,,,,,
50-23,,,,10995,85,791000,,,,,
50-24,,,,0,,0,,,,,
50-25,,,,28710,66,1523500,,,,,
50-26,,,,33237,67,1465900,,,,,
50-27,,,,72820,97,4352000,,,,,
50-28,,,,86279,67,1807200,,,,,
50-28-E,,,,86279,67,4325300,,,,,
50-28-E,,,,18614,100,1701100,,,,,
50-29,,,,0,,0,,,,,
50-30,,,,20431,93,3294300,,,,,
50-30-100,,,,3227,78,676400,,,,,
50-31,,,,0,,0,,,,,
50-32,,,,40332,73,5407000,,,,,
50-33,,,,1571,91,232500,,,,,
50-34,,,,1504,92,228600,,,,,
50-35,,,,1330,90,206700,,,,,
50-36,,,,1554,87,261300,,,,,
50-37,,,,1406,92,236300,,,,,
50-38,,,,1427,90,217200,,,,,
50-39,,,,1517,90,240600,,,,,
50-40,,,,1421,92,234900,,,,,
50-41,,,,1847,90,253800,,,,,
50-42,,,,728,70,42000,,,,,
50-43,,,,1494,90,222700,,,,,
50-44,,,,1664,90,238300,,,,,
50-45,,,,1456,90,219600,,,,,
50-46,,,,3223,78,326900,,,,,
50-47,,,,1372,83,198000,,,,,
50-48,,,,1513,67,157400,,,,,
50-49-101,,,,1686,91,360700,,,,,
50-49-201,,,,1711,91,363300,,,,,
50-49-301,,,,1711,91,363300,,,,,
50-49-402,,,,1718,91,379900,,,,,
50-49-502,,,,2157,91,420100,,,,,
50-49-602,,,,1712,91,363400,,,,,
50-49-702,,,,1712,91,363400,,,,,
50-49-803,,,,1802,91,373600,,,,,
50-49-903,,,,2041,91,401400,,,,,
50-49-1003,,,,2040,91,412000,,,,,
50-49-1103,,,,1785,91,377900,,,,,
50-49-1204,,,,1787,91,371800,,,,,
50-49-1304,,,,2011,91,405800,,,,,
50-49-1404,,,,1990,91,395700,,,,,
50-49-1504,,,,1711,91,363300,,,,,
50-49-1605,,,,1731,91,365300,,,,,
50-49-1705,,,,1705,91,362700,,,,,
50-49-1805,,,,1772,91,365500,,,,,
50-49-1906,,,,1679,91,360000,,,,,
50-49-2006,,,,1705,91,362700,,,,,
50-49-2106,,,,1705,91,362700,,,,,
50-49-2207,,,,1705,91,362700,,,,,
50-49-2307,,,,1705,91,362700,,,,,
50-49-2407,,,,1679,91,360000,,,,,
50-50,,,,2150,71,222300,,,,,
50-51,,,,1919,74,210000,,,,,
50-52,,,,828,71,110300,,,,,
50-52,,,,1981,78,236400,,,,,
50-53,,,,1829,71,194500,,,,,
50-54,,,,764,76,117700,,,,,
50-55,,,,2836,75,288000,,,,,
50-56,,,,1828,78,222800,,,,,
50-57,,,,2879,74,340300,,,,,
51-1,,,,24289,86,1453300,,,,,
51-2,,,,19947,66,1558300,,,,,
51-2,,,,16965,71,664500,,,,,
51-3,,,,25214,76,996500,,,,,
51-10,,,,7512,75,290000,,,,,
51-11,,,,1944,72,241500,,,,,
51-12,,,,2216,86,251900,,,,,
51-13,,,,16098,60,615400,,,,,
51-13-T,,,,,,,,,,,
51-14,,,,25156,98,3184900,,,,,
51-15,,,,10586,100,951500,,,,,
52-1,,,,0,,0,,,,,
52-2,,,,0,,0,,,,,
52-3,,,,0,,0,,,,,
52-5,,,,3857,91,807000,,,,,
52-5-100,,,,2838,87,296300,,,,,
52-6,,,,2831,71,323600,,,,,
52-8,,,,2068,87,257000,,,,,
52-9,,,,4600,92,742900,,,,,
52-10,,,,1603,87,228500,,,,,
52-11,,,,0,,0,,,,,
52-12,,,,3013,71,280800,,,,,
52-14,,,,0,,0,,,,,
52-15,,,,2357,75,246100,,,,,
52-16,,,,0,,0,,,,,
52-16-100,,,,2919,87,337800,,,,,
52-17,,,,5853,90,882000,,,,,
52-18,,,,4138,67,276600,,,,,
52-19,,,,3762,90,508700,,,,,
52-20,,,,2769,91,453400,,,,,
52-21,,,,3543,92,595200,,,,,
52-22,,,,0,,0,,,,,
52-23,,,,3460,91,570900,,,,,
52-24,,,,3324,90,405500,,,,,
52-24,,,,3090,91,302600,,,,,
52-25,,,,0,,0,,,,,
52-26,,,,0,,0,,,,,
52-27,,,,4322,90,712400,,,,,
52-28,,,,0,,0,,,,,
52-29,,,,0,,0,,,,,
54-1,,,,3370,90,697200,,,,,
54-1-100,,,,2661,67,320900,,,,,
54-2,,,,4725,79,859300,,,,,
54-2,,,,1382,90,174000,,,,,
54-3,,,,1334,72,127300,,,,,
54-4,,,,0,,0,,,,,
54-5,,,,3212,97,588300,,,,,
54-5-100,,,,3113,94,414400,,,,,
54-6,,,,2489,83,307300,,,,,
54-7,,,,1800,63,74600,,,,,
54-8,,,,2582,83,426000,,,,,
54-9,,,,3894,86,480700,,,,,
54-10,,,,0,,0,,,,,
54-11,,,,3320,91,530700,,,,,
54-12,,,,3556,94,672500,,,,,
54-13,,,,2244,90,414000,,,,,
54-14,,,,2207,87,325900,,,,,
54-15,,,,2661,80,347900,,,,,
54-16,,,,1973,91,309900,,,,,
54-17,,,,2514,91,469400,,,,,
54-18,,,,3474,91,719400,,,,,
54-19,,,,4026,87,571600,,,,,
54-20,,,,3621,87,573100,,,,,
54-21,,,,2446,89,350700,,,,,
54-22,,,,3193,83,460200,,,,,
54-23,,,,4236,90,636300,,,,,
54-24,,,,0,,0,,,,,
54-26,,,,3600,90,508000,,,,,
54-27,,,,3161,95,593300,,,,,
54-28,,,,1907,83,243200,,,,,
54-29,,,,2556,90,345300,,,,,
54-30,,,,0,,0,,,,,
54-31,,,,1661,71,192300,,,,,
54-32,,,,5587,76,525700,,,,,
54-32-100,,,,3319,99,526200,,,,,
54-32-70100,,,,0,,0,,,,,
54-33,,,,1084,57,87600,,,,,
54-33,,,,3152,67,241500,,,,,
54-34,,,,,,,,,,,
54-35,,,,2736,62,221200,,,,,
54-36,,,,1031,75,133200,,,,,
54-37,,,,0,,0,,,,,
56-1,,,,806,67,54100,,,,,
56-1,,,,3047,91,370700,,,,,
56-2,,,,2066,57,172400,,,,,
56-3,,,,3875,57,293500,,,,,
56-3-100,,,,0,,0,,,,,
56-3-200,,,,0,,0,,,,,
56-4,,,,2517,62,202000,,,,,
56-6,,,,1210,83,180200,,,,,
56-8,,,,2396,96,329500,,,,,
56-8-100,,,,1891,90,246400,,,,,
