parcel_id,vns_bldg_style,vns_bldg_use,vns_gla,vns_bldg_area_effective,vns_pct_good,cns_assess_val,bld_year_built,bld_effective_year_built,bld_grade,bld_condition,bld_units
74-3-353,,,,0,,0,,,,,
74-3-354,,,,0,,0,,,,,
74-3-360,,,,6472,67,245000,,,,,
74-3-801,,,,0,,0,,,,,
74-3-802,,,,0,,0,,,,,
74-3-803,,,,0,,0,,,,,
74-3-901,,,,0,,0,,,,,
74-3-902,,,,0,,0,,,,,
74-3-903,,,,0,,0,,,,,
74-3-904,,,,0,,0,,,,,
74-3-905,,,,0,,0,,,,,
74-3-906,,,,0,,0,,,,,
74-3-907,,,,0,,0,,,,,
74-3-908,,,,0,,0,,,,,
74-3-909,,,,0,,0,,,,,
74-3-910,,,,0,,0,,,,,
74-4,,,,0,,0,,,,,
74-5,,,,3186,83,380400,,,,,
74-6,,,,1590,77,171100,,,,,
74-7,,,,0,,0,,,,,
74-8-100,,,,0,,0,,,,,
74-8-200,,,,0,,0,,,,,
74-9,,,,2109,78,233000,,,,,
74-10,,,,986,57,89600,,,,,
74-11-100,,,,2444,5,18600,,,,,
74-11-200,,,,0,,0,,,,,
74-11-300,,,,4915,90,995100,,,,,
74-11-400,,,,3333,92,608300,,,,,
74-11-500,,,,0,,0,,,,,
74-11-600,,,,0,,0,,,,,
74-11-700,,,,0,,0,,,,,
74-11-800,,,,0,,0,,,,,
74-11-900,,,,0,,0,,,,,
74-11-1000,,,,0,,0,,,,,
74-13,,,,1230,83,176900,,,,,
74-14,,,,0,,0,,,,,
76-1,,,,894,76,101200,,,,,
76-4,,,,89401,76,8488400,,,,,
76-4,,,,144675,86,14660300,,,,,
76-5,,,,0,,0,,,,,
76-6,,,,0,,0,,,,,
76-6-100,,,,1357,90,207200,,,,,
76-7,,,,0,,0,,,,,
76-8,,,,0,,0,,,,,
76-10,,,,0,,0,,,,,
77-1,,,,1548,91,222700,,,,,
77-2,,,,1551,67,115400,,,,,
77-2,,,,1220,78,126600,,,,,
77-3,,,,1852,71,171200,,,,,
77-4,,,,1307,71,148800,,,,,
77-5,,,,1644,62,158900,,,,,
77-6,,,,1311,87,196200,,,,,
77-7,,,,1362,71,185700,,,,,
77-8,,,,1979,76,220000,,,,,
77-9,,,,2515,83,359700,,,,,
77-10,,,,2547,67,207200,,,,,
77-11,,,,2028,83,272500,,,,,
77-12,,,,1561,71,175000,,,,,
77-13,,,,1763,67,171600,,,,,
77-14,,,,2237,67,224700,,,,,
77-15,,,,1100,52,100700,,,,,
77-16,,,,1191,76,176100,,,,,
77-17,,,,1416,71,163100,,,,,
77-17-200,,,,2580,91,365000,,,,,
77-17-300,,,,2640,91,347600,,,,,
77-18,,,,2016,67,205700,,,,,
77-20,,,,1543,78,206000,,,,,
77-21,,,,2215,78,253100,,,,,
77-22,,,,794,71,129400,,,,,
77-22,,,,1169,71,151800,,,,,
77-23,,,,1573,71,191300,,,,,
77-24,,,,1447,83,206000,,,,,
77-25,,,,1527,71,172400,,,,,
77-26,,,,2129,67,209300,,,,,
77-27,,,,2215,60,189000,,,,,
77-28,,,,1835,75,212100,,,,,
77-29,,,,2104,79,232400,,,,,
77-30,,,,1709,79,212100,,,,,
77-31,,,,1957,70,204300,,,,,
77-32,,,,1659,71,185500,,,,,
77-34,,,,1636,75,188600,,,,,
77-35,,,,1225,75,157900,,,,,
77-36,,,,2509,78,283100,,,,,
77-37,,,,1580,75,189800,,,,,
77-38,,,,1381,75,171700,,,,,
77-39,,,,1243,78,170200,,,,,
77-40,,,,2545,82,303600,,,,,
77-41,,,,1942,75,225700,,,,,
77-42,,,,2044,87,283800,,,,,
77-43,,,,1460,78,192400,,,,,
77-44,,,,1268,78,172400,,,,,
77-45,,,,1942,90,276800,,,,,
77-46,,,,1876,91,250000,,,,,
77-47,,,,2128,78,248500,,,,,
77-48,,,,2256,71,271100,,,,,
77-49,,,,1493,70,166100,,,,,
77-50,,,,1475,61,134500,,,,,
77-51,,,,1292,71,174200,,,,,
77-52,,,,1558,71,201300,,,,,
77-53,,,,1488,67,234600,,,,,
77-54,,,,1680,67,201600,,,,,
77-55,,,,1189,87,163400,,,,,
77-56,,,,1394,71,169000,,,,,
77-57,,,,1364,67,170700,,,,,
77-58,,,,1013,67,115900,,,,,
77-59,,,,1638,91,240000,,,,,
77-60-100,,,,1969,75,220400,,,,,
77-60-300,,,,1629,92,242000,,,,,
77-61,,,,1274,74,161100,,,,,
77-62,,,,1264,75,165900,,,,,
77-63,,,,1558,74,177400,,,,,
77-64,,,,2204,82,283900,,,,,
77-65,,,,1256,71,165400,,,,,
77-66,,,,1178,67,130100,,,,,
77-67,,,,1307,67,139900,,,,,
77-68,,,,956,71,149000,,,,,
77-69,,,,1126,67,152900,,,,,
77-70,,,,1115,71,149600,,,,,
77-71,,,,834,67,101200,,,,,
77-72,,,,636,66,94200,,,,,
77-73,,,,1179,67,146100,,,,,
77-74,,,,1380,78,158800,,,,,
77-75,,,,1563,52,129600,,,,,
77-77,,,,937,67,109400,,,,,
77-78,,,,1319,67,158600,,,,,
77-79,,,,1277,75,162500,,,,,
77-80,,,,1697,94,253600,,,,,
77-81,,,,1696,90,208100,,,,,
77-82,,,,0,,0,,,,,
77-83,,,,2119,83,278900,,,,,
77-84,,,,2531,67,266300,,,,,
77-85,,,,1260,90,198100,,,,,
77-86,,,,3347,62,258500,,,,,
77-87,,,,1277,61,106600,,,,,
77-88,,,,1925,67,221300,,,,,
77-89-100,,,,1269,90,195500,,,,,
77-89-200,,,,1922,71,218600,,,,,
77-89-300,,,,1291,90,197600,,,,,
77-90,,,,2034,67,210300,,,,,
77-91,,,,1477,67,177400,,,,,
77-92,,,,1487,71,179700,,,,,
77-93,,,,2046,67,212200,,,,,
77-94,,,,2412,83,254200,,,,,
77-95,,,,0,,0,,,,,
77-96,,,,1697,67,194800,,,,,
77-97,,,,2625,67,250500,,,,,
77-98-100,,,,2244,67,190600,,,,,
77-98-200,,,,1148,94,183300,,,,,
77-99,,,,2529,67,219500,,,,,
77-100,,,,1632,76,191200,,,,,
77-101,,,,1130,67,147100,,,,,
77-102,,,,1983,87,257200,,,,,
77-103,,,,1376,57,86900,,,,,
77-104,,,,1721,67,195400,,,,,
77-105,,,,2142,75,224000,,,,,
77-106,,,,0,,0,,,,,
77-108,,,,1544,75,166700,,,,,
77-109,,,,1503,75,142000,,,,,
77-110,,,,1123,57,100800,,,,,
77-111,,,,1272,71,120200,,,,,
77-112,,,,0,,0,,,,,
77-113,,,,2154,67,179200,,,,,
77-114,,,,989,67,124700,,,,,
77-114-100,,,,1376,62,130100,,,,,
77-115,,,,1980,71,166500,,,,,
77-116,,,,0,,0,,,,,
77-117,,,,2055,71,240800,,,,,
77-118,,,,4568,60,327900,,,,,
77-119,,,,0,,0,,,,,
77-120,,,,4860,60,309400,,,,,
77-121,,,,1273,91,190500,,,,,
77-122,,,,2445,100,350200,,,,,
77-123,,,,2678,60,189100,,,,,
77-124,,,,1675,57,157500,,,,,
77-125,,,,748,60,73500,,,,,
77-125,,,,3696,60,274500,,,,,
77-126,,,,2625,62,165900,,,,,
77-127,,,,0,,0,,,,,
77-128,,,,1408,60,105900,,,,,
77-128,,,,14400,75,1830000,,,,,
77-129,,,,32002,71,2273500,,,,,
77-130,,,,4067,60,283400,,,,,
77-131,,,,4537,60,321600,,,,,
77-131,,,,3813,60,275900,,,,,
77-131,,,,2609,60,202600,,,,,
77-132,,,,3359,60,252200,,,,,
77-132,,,,4257,60,294700,,,,,
77-133,,,,4340,60,247400,,,,,
77-136,,,,4529,89,896800,,,,,
77-138,,,,11035,71,1431500,,,,,
77-139,,,,1665,60,232600,,,,,
77-140,,,,2574,52,185800,,,,,
77-141,,,,2196,67,222600,,,,,
77-142,,,,1995,83,207400,,,,,
77-143,,,,1232,62,143700,,,,,
77-144,,,,2912,61,229500,,,,,
77-145,,,,2181,67,214700,,,,,
77-146,,,,1734,62,175600,,,,,
77-147,,,,1669,62,150100,,,,,
77-148,,,,1272,24,55200,,,,,
77-149,,,,1283,67,150700,,,,,
77-150,,,,1524,71,193500,,,,,
77-151-101,,,,1225,65,155000,,,,,
77-151-201,,,,1336,65,168000,,,,,
77-151-301,,,,736,91,207100,,,,,
77-152,,,,2892,60,205800,,,,,
77-153,,,,3150,68,305100,,,,,
77-154,,,,2735,61,201100,,,,,
77-155,,,,1783,71,192900,,,,,
77-156,,,,1238,67,152500,,,,,
77-157,,,,836,67,125200,,,,,
77-158,,,,773,67,116900,,,,,
77-159,,,,1502,67,183300,,,,,
77-160,,,,2419,57,187100,,,,,
77-161,,,,719,75,117200,,,,,
77-162,,,,1875,67,216400,,,,,
77-163,,,,1494,76,201200,,,,,
77-165,,,,1669,75,207100,,,,,
77-166,,,,2581,71,343600,,,,,
77-167,,,,1462,71,188700,,,,,
77-168,,,,2923,67,224600,,,,,
77-169,,,,2079,71,244100,,,,,
77-169,,,,1092,93,203700,,,,,
77-170,,,,1545,57,125800,,,,,
77-171,,,,1611,76,202800,,,,,
77-172,,,,3548,83,308600,,,,,
77-173,,,,2550,71,242200,,,,,
77-174,,,,1472,71,166000,,,,,
77-175,,,,2065,64,189200,,,,,
77-176,,,,3722,61,294300,,,,,
77-177,,,,2711,60,190700,,,,,
77-178,,,,2984,62,195200,,,,,
77-179,,,,1356,57,141000,,,,,
77-180,,,,2301,76,195500,,,,,
77-181,,,,2459,76,299400,,,,,
77-182,,,,2581,67,183300,,,,,
77-183,,,,2080,67,167500,,,,,
77-184,,,,2942,71,270700,,,,,
77-185,,,,2478,57,155900,,,,,
77-186,,,,3272,57,175900,,,,,
77-187,,,,2341,67,205400,,,,,
77-188,,,,1280,83,204200,,,,,
77-189,,,,2146,76,261400,,,,,
77-190,,,,3109,67,279100,,,,,
77-191,,,,1730,67,198100,,,,,
78-2,,,,115795,81,10628800,,,,,
78-2,,,,116332,81,10673400,,,,,
78-4,,,,0,,0,,,,,
78-5,,,,4626,55,135600,,,,,
78-5,,,,14484,59,390000,,,,,
78-6,,,,2517,57,169300,,,,,
78-7,,,,1862,71,186600,,,,,
78-8,,,,1224,52,92600,,,,,
78-8,,,,1882,67,168300,,,,,
78-8,,,,1119,72,124300,,,,,
78-9,,,,2285,67,229400,,,,,
78-10,,,,1265,67,141400,,,,,
78-11,,,,594,52,51000,,,,,
78-12,,,,0,,0,,,,,
78-13,,,,1693,67,152900,,,,,
78-15,,,,23189,98,3265500,,,,,
78-17,,,,6500,60,199300,,,,,
78-18,,,,1664,52,115800,,,,,
78-19,,,,1739,52,133000,,,,,
78-20,,,,1334,57,112200,,,,,
78-21,,,,2474,76,284000,,,,,
78-22,,,,0,,0,,,,,
78-23,,,,0,,0,,,,,
78-23-100,,,,0,,0,,,,,
78-24,,,,0,,0,,,,,
78-25,,,,1349,87,164200,,,,,
78-26,,,,842,87,132500,,,,,
78-27,,,,582,57,82500,,,,,
78-28,,,,1588,62,162700,,,,,
78-29,,,,1346,52,116700,,,,,
78-30,,,,1310,67,150700,,,,,
78-31,,,,1310,67,149000,,,,,
78-32,,,,1531,58,124000,,,,,
78-33,,,,1464,42,83800,,,,,
78-34,,,,1507,59,131400,,,,,
78-36,,,,1315,66,124000,,,,,
78-38,,,,45515,70,2524600,,,,,
78-39,,,,28128,65,788900,,,,,
78-40-100,,,,9913,90,1146900,,,,,
78-40-200,,,,16548,90,2813100,,,,,
78-41,,,,3109,66,259100,,,,,
78-42,,,,2283,66,213600,,,,,
78-43,,,,147538,87,13737800,,,,,
78-44,,,,6204,70,860200,,,,,
78-45,,,,2700,63,86200,,,,,
78-48,,,,3420,95,167000,,,,,
78-50,,,,5200,66,163200,,,,,
78-55,,,,1229,60,110200,,,,,
78-61,,,,0,,0,,,,,
78-62,,,,0,,0,,,,,
79-1,,,,1549,79,186500,,,,,
79-2,,,,1755,75,209200,,,,,
79-3,,,,1758,87,241500,,,,,
79-4,,,,1949,67,181900,,,,,
79-5,,,,3009,66,222500,,,,,
79-6,,,,1380,79,171400,,,,,
79-7,,,,1638,83,203800,,,,,
79-8,,,,1941,79,228900,,,,,
79-9,,,,1604,79,181200,,,,,
79-10,,,,1611,75,188400,,,,,
79-11,,,,1457,75,176700,,,,,
79-12,,,,1801,83,229200,,,,,
79-13,,,,1980,83,246600,,,,,
79-14,,,,1567,79,160600,,,,,
79-15,,,,2144,83,228300,,,,,
79-16,,,,2506,79,262700,,,,,
79-17,,,,1791,72,191600,,,,,
79-18,,,,1604,79,193600,,,,,
79-19,,,,1411,78,172500,,,,,
79-20,,,,2061,87,260000,,,,,
79-21,,,,1530,83,205800,,,,,
79-22,,,,1458,79,185300,,,,,
79-23,,,,1528,79,184800,,,,,
79-28,,,,1755,88,273800,,,,,
79-28-100,,,,2364,71,244200,,,,,
79-29,,,,1856,67,156600,,,,,
79-30,,,,1519,83,198800,,,,,
79-31,,,,1188,57,100000,,,,,
79-32,,,,1210,20,28500,,,,,
79-33,,,,930,71,115600,,,,,
79-34,,,,1212,67,132000,,,,,
79-35,,,,1589,76,209800,,,,,
79-36,,,,1604,57,126900,,,,,
79-37,,,,774,71,104200,,,,,
79-38,,,,0,,0,,,,,
79-39,,,,0,,0,,,,,
79-40,,,,854,52,39700,,,,,
79-41,,,,1067,67,118300,,,,,
79-42,,,,0,,0,,,,,
79-43,,,,1598,71,175100,,,,,
79-44,,,,1422,87,203200,,,,,
79-45,,,,1587,90,222500,,,,,
79-46,,,,2595,72,217200,,,,,
79-47,,,,1300,67,121800,,,,,
79-48,,,,0,,0,,,,,
79-49,,,,0,,0,,,,,
79-50,,,,0,,0,,,,,
79-51,,,,0,,0,,,,,
79-52,,,,0,,0,,,,,
79-53,,,,1362,90,198900,,,,,
79-54,,,,1422,75,171200,,,,,
80-1,,,,1815,83,231600,,,,,
80-2,,,,4343,73,474800,,,,,
80-3,,,,1464,83,187600,,,,,
80-5,,,,1639,79,207800,,,,,
80-6,,,,0,,0,,,,,
80-6-100,,,,2203,91,255400,,,,,
80-7,,,,2597,67,263400,,,,,
80-8,,,,2983,91,445200,,,,,
80-9,,,,0,,0,,,,,
80-10,,,,3984,67,394300,,,,,
80-11,,,,0,,0,,,,,
80-12,,,,2065,90,279500,,,,,
80-13,,,,0,,0,,,,,
80-14,,,,4296,83,588800,,,,,
80-14-100,,,,0,,0,,,,,
80-14-200,,,,0,,0,,,,,
80-15,,,,3369,27,128200,,,,,
80-16,,,,0,,0,,,,,
80-17,,,,4789,67,427600,,,,,
80-18,,,,3909,92,604600,,,,,
80-19,,,,2451,91,337100,,,,,
80-20,,,,2441,67,270600,,,,,
80-21,,,,3107,91,537500,,,,,
80-22,,,,3293,94,694000,,,,,
80-23,,,,2609,90,428600,,,,,
80-24,,,,3215,90,473600,,,,,
80-25,,,,3544,87,445700,,,,,
80-26,,,,2758,79,242200,,,,,
80-27,,,,1051,75,132000,,,,,
80-28,,,,2042,71,242400,,,,,
80-28-200,,,,0,,0,,,,,
80-29,,,,2261,92,274400,,,,,
80-30,,,,1657,91,210100,,,,,
80-30-100,,,,2272,90,275200,,,,,
80-31,,,,4165,75,362200,,,,,
80-32,,,,2096,75,230100,,,,,
80-33,,,,2708,87,350700,,,,,
80-34,,,,2549,62,230400,,,,,
80-35,,,,7899,90,998300,,,,,
80-35-100,,,,2736,91,461500,,,,,
80-35-200,,,,1631,90,257500,,,,,
80-35-300,,,,2307,91,390100,,,,,
80-35-400,,,,0,,0,,,,,
80-36,,,,2673,94,494400,,,,,
82-1,,,,6112,90,1058600,,,,,
82-2,,,,1850,76,210600,,,,,
82-3,,,,4131,90,605400,,,,,
82-4,,,,3729,92,564700,,,,,
82-5,,,,4214,90,848900,,,,,
82-6,,,,0,,0,,,,,
82-7,,,,0,,0,,,,,
82-8,,,,1900,71,196800,,,,,
82-9,,,,1140,75,150600,,,,,
82-9-100,,,,2876,30,94200,,,,,
82-10,,,,2498,97,352200,,,,,
82-11,,,,0,,0,,,,,
82-12,,,,1525,67,148100,,,,,
82-12-100,,,,2523,90,323600,,,,,
82-13,,,,1501,67,155100,,,,,
82-14,,,,0,,0,,,,,
82-15,,,,0,,0,,,,,
82-16,,,,1066,90,186600,,,,,
82-17,,,,3935,63,378200,,,,,
82-18,,,,4332,91,850300,,,,,
82-20,,,,3965,74,324400,,,,,
82-21,,,,3763,90,476800,,,,,
82-22,,,,5882,91,675200,,,,,
82-23,,,,0,,0,,,,,
82-24,,,,3249,92,681900,,,,,
83-1,,,,0,,0,,,,,
83-2,,,,0,,0,,,,,
83-3,,,,1377,76,159600,,,,,
83-4,,,,0,,0,,,,,
83-5,,,,1857,79,218500,,,,,
83-7,,,,0,,0,,,,,
83-8,,,,0,,0,,,,,
83-9,,,,0,,0,,,,,
83-10,,,,0,,0,,,,,
83-11,,,,0,,0,,,,,
83-12,,,,1799,1,2500,,,,,
83-13,,,,4505,82,470700,,,,,
83-14,,,,2256,87,257700,,,,,
83-15,,,,2163,83,244700,,,,,
83-16,,,,1583,83,206200,,,,,
83-17,,,,1737,57,138300,,,,,
83-18,,,,2286,83,279000,,,,,
83-19,,,,1633,83,208500,,,,,
83-20,,,,0,,0,,,,,
84-1,,,,1507,87,219300,,,,,
84-2,,,,1862,90,331900,,,,,
84-3,,,,2580,90,329700,,,,,
84-4,,,,1798,90,272700,,,,,
84-5,,,,2532,90,315100,,,,,
84-6,,,,0,,0,,,,,
84-7,,,,1670,86,244500,,,,,
84-8,,,,1408,57,127800,,,,,
84-9,,,,3061,78,354900,,,,,
84-10,,,,4653,75,433800,,,,,
84-11,,,,1800,66,168400,,,,,
84-12,,,,1855,79,214500,,,,,
84-13,,,,1435,83,187900,,,,,
84-14,,,,2561,88,316500,,,,,
84-15,,,,0,,0,,,,,
84-16,,,,1411,82,115700,,,,,
84-17,,,,1476,75,82900,,,,,
84-18,,,,2759,75,128200,,,,,
84-19,,,,1510,96,209300,,,,,
84-20,,,,1820,82,313500,,,,,
84-22,,,,2530,95,405000,,,,,
84-23,,,,2367,95,397400,,,,,
84-24,,,,1188,82,73900,,,,,
84-25,,,,1293,71,65400,,,,,
84-26,,,,1515,68,38900,,,,,
84-27,,,,2926,75,156800,,,,,
84-28,,,,0,,0,,,,,
84-29,,,,2225,50,196700,,,,,
84-29,,,,1253,83,145500,,,,,
84-30,,,,1573,66,158500,,,,,
84-31,,,,1837,67,186800,,,,,
84-32,,,,4445,60,316200,,,,,
84-33,,,,2070,62,198300,,,,,
84-34,,,,2083,71,252400,,,,,
84-36,,,,1792,82,235500,,,,,
84-37,,,,2153,87,286600,,,,,
84-38,,,,0,,0,,,,,
84-39,,,,0,,0,,,,,
84-40,,,,0,,0,,,,,
84-41,,,,4137,92,556400,,,,,
84-42,,,,2381,83,270300,,,,,
84-43,,,,1837,75,214500,,,,,
84-44,,,,1280,87,182500,,,,,
84-45,,,,1939,91,225100,,,,,
84-46,,,,1883,87,290200,,,,,
84-47-100,,,,4620,93,762000,,,,,
84-47-200,,,,0,,0,,,,,
84-47-300,,,,0,,0,,,,,
84-48,,,,0,,0,,,,,
84-49,,,,,,,,,,,
85-1,,,,13462,70,1463000,,,,,
85-2,,,,0,,0,,,,,
85-2-100,,,,0,,0,,,,,
85-3,,,,0,,0,,,,,
85-4,,,,411,67,28000,,,,,
85-5,,,,0,,0,,,,,
85-6,,,,0,,0,,,,,
85-7,,,,3570,91,555800,,,,,
85-9,,,,2739,79,289100,,,,,
85-10,,,,3834,75,374700,,,,,
85-11,,,,2578,79,279400,,,,,
85-12,,,,0,,0,,,,,
86-1,,,,3213,60,223000,,,,,
86-2,,,,5669,60,384000,,,,,
86-3,,,,0,,0,,,,,
86-4,,,,2506,67,236100,,,,,
86-5,,,,1403,62,168700,,,,,
86-6,,,,1576,57,144900,,,,,
86-7,,,,2464,92,146100,,,,,
86-8,,,,2809,57,215400,,,,,
86-9,,,,1402,71,243500,,,,,
86-10,,,,2200,65,214700,,,,,
86-10,,,,768,100,118400,,,,,
86-11,,,,1490,67,174000,,,,,
86-12,,,,1748,83,339500,,,,,
86-13,,,,1803,71,197900,,,,,
86-14,,,,2023,67,211100,,,,,
86-15,,,,1830,67,188700,,,,,
86-16,,,,1768,71,210500,,,,,
86-17,,,,1926,55,156400,,,,,
86-18,,,,2219,76,274800,,,,,
86-18-200,,,,3596,92,446300,,,,,
86-19,,,,3086,67,295500,,,,,
86-20-100,,,,1738,62,153700,,,,,
86-20-200,,,,0,,0,,,,,
86-21,,,,3027,70,277200,,,,,
86-22,,,,2850,60,165400,,,,,
86-22,,,,4454,60,254200,,,,,
86-23,,,,2200,67,208700,,,,,
86-24,,,,3682,60,247600,,,,,
86-25,,,,2250,64,207300,,,,,
86-25,,,,27308,60,2821800,,,,,
86-25,,,,2000,66,89800,,,,,
86-25-100,,,,1034,99,86700,,,,,
86-26,,,,3098,67,277900,,,,,
86-27,,,,2522,30,4200,,,,,
86-28,,,,3780,60,271600,,,,,
86-29,,,,1069,71,132800,,,,,
86-30,,,,2025,57,176200,,,,,
86-31,,,,3571,83,568000,,,,,
86-32,,,,1758,82,203200,,,,,
86-33,,,,1428,79,183000,,,,,
86-34,,,,1710,78,210000,,,,,
86-35,,,,1566,79,197600,,,,,
86-36,,,,1880,75,208800,,,,,
86-37,,,,1849,67,185700,,,,,
86-38,,,,2896,83,284900,,,,,
86-39-100,,,,1964,67,214400,,,,,
86-39-200,,,,1728,96,269300,,,,,
86-40,,,,1811,57,164800,,,,,
86-41,,,,1294,76,173600,,,,,
86-42,,,,0,,0,,,,,
86-43,,,,0,,0,,,,,
86-44,,,,2053,57,193900,,,,,
86-45,,,,0,,0,,,,,
86-46,,,,0,,0,,,,,
86-47,,,,0,,0,,,,,
86-48,,,,0,,0,,,,,
86-49,,,,0,,0,,,,,
86-50,,,,0,,0,,,,,
86-51,,,,0,,0,,,,,
86-51-100,,,,0,,0,,,,,
86-52,,,,2692,71,267600,,,,,
86-53,,,,3040,67,211100,,,,,
86-54,,,,4949,64,360900,,,,,
86-55,,,,0,,0,,,,,
86-56,,,,0,,0,,,,,
86-57,,,,1121,57,84900,,,,,
86-58,,,,0,,0,,,,,
86-59,,,,1498,67,134900,,,,,
86-60,,,,0,,0,,,,,
86-61,,,,3353,62,258500,,,,,
87-1,,,,879,66,105900,,,,,
87-2,,,,1709,75,205200,,,,,
87-3,,,,1664,75,184400,,,,,
87-4,,,,2271,75,271800,,,,,
87-5,,,,1456,78,187600,,,,,
87-6,,,,1433,82,185700,,,,,
87-7,,,,1916,67,164600,,,,,
87-8,,,,1520,75,163000,,,,,
87-9,,,,1500,78,190000,,,,,
87-10,,,,2636,75,263200,,,,,
87-11,,,,1423,78,188700,,,,,
87-12,,,,3076,93,413500,,,,,
87-13,,,,1783,71,224800,,,,,
87-14,,,,1662,75,212300,,,,,
87-15,,,,1551,75,188700,,,,,
87-16,,,,2209,79,270900,,,,,
87-17,,,,2110,90,277300,,,,,
87-18,,,,1929,83,270500,,,,,
87-19,,,,2629,62,212500,,,,,
87-20,,,,2481,57,189800,,,,,
87-21,,,,2266,57,197100,,,,,
87-22,,,,0,,0,,,,,
87-23,,,,3014,71,248200,,,,,
87-24,,,,1391,71,183600,,,,,
87-25,,,,3362,67,267400,,,,,
87-26,,,,2744,71,281400,,,,,
87-27,,,,2811,67,291500,,,,,
87-28,,,,2905,67,238600,,,,,
87-29,,,,2164,71,228300,,,,,
87-30,,,,1542,67,108400,,,,,
87-31,,,,2489,76,290200,,,,,
87-32,,,,1564,79,175400,,,,,
87-33,,,,1201,70,141900,,,,,
87-34,,,,2419,76,273200,,,,,
87-35,,,,1385,64,105700,,,,,
87-35,,,,5856,64,407300,,,,,
87-35,,,,6104,64,420400,,,,,
87-35,,,,12148,64,786100,,,,,
87-36,,,,1860,71,187900,,,,,
87-37,,,,1551,79,179100,,,,,
87-38,,,,1563,67,169500,,,,,
87-39,,,,1818,67,186700,,,,,
87-40,,,,2199,97,353100,,,,,
87-41,,,,3189,71,362800,,,,,
87-42,,,,0,,0,,,,,
87-43,,,,1816,75,206200,,,,,
87-44,,,,1602,71,207900,,,,,
87-45,,,,1476,82,198700,,,,,
87-46,,,,2489,67,247200,,,,,
87-47,,,,2125,67,189300,,,,,
87-48,,,,2366,67,232500,,,,,
87-49-101,,,,852,78,132900,,,,,
87-49-201,,,,858,78,142600,,,,,
87-49-301,,,,858,78,142600,,,,,
87-49-401,,,,852,78,134700,,,,,
87-49-501,,,,858,78,142600,,,,,
87-49-601,,,,858,78,142600,,,,,
87-49-701,,,,858,78,142600,,,,,
87-49-801,,,,858,78,142600,,,,,
87-49-901,,,,852,78,130500,,,,,
87-49-1001,,,,858,78,142600,,,,,
87-49-1101,,,,858,78,142600,,,,,
87-49-1202,,,,852,78,130500,,,,,
87-49-1302,,,,858,78,142600,,,,,
87-49-1402,,,,858,78,142600,,,,,
87-49-1502,,,,858,78,142600,,,,,
87-49-1602,,,,858,78,146400,,,,,
87-49-1702,,,,852,81,135500,,,,,
87-49-1802,,,,858,78,142600,,,,,
87-49-1902,,,,858,78,142600,,,,,
87-49-2002,,,,852,78,130500,,,,,
87-49-2102,,,,858,78,142600,,,,,
87-49-2202,,,,858,78,142600,,,,,
87-49-2303,,,,852,78,130500,,,,,
87-49-2403,,,,858,78,142600,,,,,
87-49-2503,,,,858,78,142600,,,,,
87-49-2603,,,,852,84,140600,,,,,
87-49-2703,,,,858,78,142600,,,,,
87-49-2803,,,,858,78,142600,,,,,
87-49-2903,,,,858,78,147200,,,,,
87-49-3003,,,,858,80,151000,,,,,
87-49-3103,,,,852,78,134700,,,,,
87-49-3203,,,,858,78,147200,,,,,
87-49-3303,,,,858,78,147200,,,,,
87-49-3404,,,,852,78,130500,,,,,
87-49-3504,,,,858,78,142600,,,,,
87-49-3604,,,,858,78,142600,,,,,
87-49-3704,,,,858,78,142600,,,,,
87-49-3804,,,,858,78,142600,,,,,
87-49-3904,,,,852,78,130500,,,,,
87-49-4004,,,,858,78,142600,,,,,
87-49-4104,,,,858,84,153500,,,,,
87-49-4204,,,,852,78,130500,,,,,
87-49-4304,,,,858,78,142600,,,,,
87-49-4404,,,,858,78,147200,,,,,
87-50,,,,0,,0,,,,,
87-51,,,,2067,76,211500,,,,,
87-52,,,,2423,74,253400,,,,,
87-53,,,,1344,71,167100,,,,,
87-54,,,,1659,76,212400,,,,,
87-55,,,,1569,74,193500,,,,,
87-56,,,,1615,75,175200,,,,,
87-57,,,,1962,78,223900,,,,,
87-58,,,,1703,74,182400,,,,,
87-59,,,,1593,78,210900,,,,,
87-60,,,,1621,78,206100,,,,,
87-61,,,,1255,79,172300,,,,,
87-62,,,,2605,78,277800,,,,,
87-63,,,,1766,71,205100,,,,,
87-64,,,,2296,78,245100,,,,,
87-65,,,,1502,75,191700,,,,,
87-66,,,,1452,71,154000,,,,,
87-67,,,,1411,71,158500,,,,,
87-68,,,,3411,75,365900,,,,,
87-69,,,,1695,75,215000,,,,,
87-70,,,,1494,78,190800,,,,,
87-71,,,,2225,79,278000,,,,,
87-72,,,,1522,75,179800,,,,,
87-73,,,,2212,71,228100,,,,,
87-74,,,,0,,0,,,,,
87-75,,,,2386,78,260800,,,,,
87-76,,,,1494,90,219000,,,,,
87-77,,,,2176,74,238100,,,,,
87-78,,,,1688,78,208400,,,,,
87-79,,,,893,71,114200,,,,,
87-80,,,,1699,78,212300,,,,,
87-81,,,,1863,78,225500,,,,,
87-82,,,,2623,96,411100,,,,,
87-83,,,,1668,74,192700,,,,,
87-84,,,,2982,75,299100,,,,,
87-85,,,,1664,71,195000,,,,,
87-86,,,,1692,74,202000,,,,,
87-87,,,,1748,75,206000,,,,,
87-88,,,,1618,75,199100,,,,,
87-89,,,,2188,75,240400,,,,,
87-90,,,,1341,75,162500,,,,,
